1	2	3	4	5	6	7	8	9	10
0.0666666666666667	0.0011679820097464	0.00130274916471713	0.00169357391413227	0.00141131159511023	0.000752699517392122	0.00241939130590325	0.00225809855217637	0.00199243989897915	0.00141131159511023	0.00109262833169824
0.133333333333333	0.00238282566226769	0.00265776708483704	0.00345509721028815	0.00287924767524013	0.00153559876012807	0.00493585315755451	0.00460679628038421	0.00406482024739783	0.00287924767524013	0.00222909497437945
0.2	0.00371922595940529	0.00414836741625975	0.00539287764113767	0.00449406470094806	0.0023968345071723	0.00770411091591096	0.0071905035215169	0.0063445619307502	0.00449406470094806	0.00347927589750818
0.266666666666667	0.00525233881456541	0.00585837790855372	0.00761589128111984	0.00634657606759986	0.00338484056938659	0.0108798446873141	0.0101545217081598	0.0089598720954351	0.00634657606759986	0.00491347824588377
0.333333333333333	0.00705681951770171	0.00787106792359037	0.0102323883006675	0.00852699025055624	0.00454772813362999	0.0146176975723821	0.01364318440089	0.0120381038831382	0.00852699025055624	0.00660154083914031
0.4	0.00920585529589365	0.0102680693684968	0.0133484901790458	0.0111237418158715	0.00593266230179813	0.0190692716843511	0.0177979869053944	0.0157041060929951	0.0111237418158715	0.00861192914777148
0.466666666666667	0.0117702049750091	0.0131283055490486	0.0170667972137632	0.0142223310114693	0.00758524320611696	0.0243811388768045	0.0227557296183509	0.0200785849573684	0.0142223310114693	0.0110108369121053
0.533333333333333	0.0148172587734461	0.0165269424780744	0.0214850252214968	0.0179041876845807	0.00954890009844301	0.0306928931735668	0.028646700295329	0.0252765002605844	0.0179041876845807	0.0138613065945141
0.6	0.0184101310995744	0.0205343769956792	0.0266946900943829	0.0222455750786524	0.0118643067086146	0.0381352715634042	0.0355929201258439	0.0314055177580975	0.0222455750786524	0.0172223807060535
0.666666666666667	0.0226067988812506	0.0252152756752411	0.0327798583778134	0.0273165486481778	0.0145688259456948	0.046828369111162	0.0437064778370845	0.0385645392680158	0.0273165486481778	0.0211482957276215
0.733333333333333	0.0274592974323836	0.0306276779053509	0.0398159812769562	0.0331799843974635	0.0176959916786472	0.0568799732527946	0.0530879750359416	0.0468423309140661	0.0331799843974635	0.0256877298561008
0.8	0.0330129851643814	0.0368221757602716	0.0478688284883531	0.0398906904069609	0.0212750348837125	0.0683840406976472	0.0638251046511374	0.0563162688098271	0.0398906904069609	0.0308831151537762
0.866666666666667	0.0393058875883974	0.0438411823101356	0.0569935370031763	0.0474946141693136	0.0253304608903006	0.0814193385759661	0.0759913826709017	0.0670512200037368	0.0474946141693136	0.036770023873017
0.933333333333333	0.0463681300390798	0.0517182988897428	0.0672337885566657	0.0560281571305547	0.0298816838029625	0.0960482693666652	0.0896450514088876	0.0790985747725479	0.0560281571305547	0.043376637778494
1	0.0542214673957776	0.0604777905568289	0.0786211277238775	0.0655176064365646	0.0349427234328345	0.112013472835159	0.104828170298503	0.0924954443810324	0.0655176064365646	0.0507233082089533
1.06666666666667	0.0628789177987566	0.0701341775447669	0.091174430808197	0.0759786923401642	0.0405219692480876	0.129632205224159	0.121913307521521	0.107264036244938	0.0759786923401642	0.0588222134246432
1.13333333333333	0.0723445059736945	0.0806919489706593	0.104899533661857	0.0874162780515475	0.0466220149608254	0.148893462795307	0.140574782771766	0.123411216072773	0.0874162780515475	0.0676771184915207
1.2	0.0826131203069691	0.0921454034193117	0.119789024445105	0.0998241870375877	0.0532395664200468	0.169767197192807	0.160824930571143	0.144581070534527	0.0998241870375877	0.0772832415774872
